,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,MeanCornersHome,MeanCornersAway,MeanCardsHome,MeanCardsAway,MeanShotsHome,MeanShotsAway,MeanGoalsHome,MeanGoalsAway,MeanGoalsConHome,MeanGoalsConAway
71,E0,19/10/13,Chelsea,Cardiff,4,1,H,1,1,D,A Taylor,20,13,7,3,12,5,6,9,1,2,0,0,1.25,6.5,15.0,5,6.5263,5.1579,1.5000,1.2895,18.2105,11.0000,1.8684,0.8421,0.7105,1.9474
72,E0,19/10/13,Everton,Hull,2,1,H,1,1,D,N Swarbrick,14,9,6,1,7,17,5,7,3,1,0,0,1.45,4.5,9.0,5,6.6053,4.2105,1.4474,1.3947,14.7632,11.2368,1.6053,1.0000,1.0263,1.3947
73,E0,19/10/13,Man United,Southampton,1,1,D,1,0,H,M Jones,12,18,5,7,10,19,4,4,2,3,0,0,1.57,4.33,6.5,5,5.6842,5.5263,1.7368,1.5789,13.8421,14.0526,1.6842,1.4211,1.1316,1.2105
74,E0,19/10/13,Newcastle,Liverpool,2,2,D,1,1,D,A Marriner,14,23,4,7,8,10,3,13,2,3,1,0,4.5,3.9,1.83,5,5.0000,5.8947,1.3947,1.4211,15.2368,17.1316,1.1316,2.6579,1.5526,1.3158
75,E0,19/10/13,Stoke,West Brom,0,0,D,0,0,D,H Webb,9,12,3,5,12,10,6,6,1,0,0,0,2.3,3.3,3.5,5,4.3158,4.9211,1.8947,1.7632,11.2632,12.8158,1.1842,1.1316,1.3684,1.5526
76,E0,19/10/13,Swansea,Sunderland,4,0,H,0,0,D,C Pawson,14,6,6,1,12,13,7,2,1,2,0,0,1.62,4.0,6.5,5,5.9474,4.9474,1.4474,1.5526,13.0526,12.9211,1.4211,1.0789,1.4211,1.5789
77,E0,19/10/13,West Ham,Man City,1,3,A,0,1,A,M Oliver,11,16,2,9,7,12,5,5,1,2,0,0,5.5,3.8,1.73,5,4.8684,7.4474,1.6316,1.8947,11.1053,17.7105,1.0526,2.6842,1.3421,0.9737
78,E0,20/10/13,Aston Villa,Tottenham,0,2,A,0,1,A,P Dowd,15,13,2,6,13,12,4,7,3,4,0,0,4.0,3.5,2.05,5,4.2895,6.0526,2.0526,1.7368,11.3421,15.4737,1.0263,1.4474,1.6053,1.3421
79,E0,21/10/13,Crystal Palace,Fulham,1,4,A,1,2,A,L Mason,14,9,4,6,10,13,5,7,0,1,0,0,2.75,3.3,2.8,5,4.5263,5.1053,1.5263,1.5263,10.8947,11.3421,0.8684,1.0526,1.2632,2.2368
80,E0,26/10/13,Aston Villa,Everton,0,2,A,0,0,D,A Taylor,14,15,3,4,14,8,8,6,0,2,0,0,3.4,3.4,2.3,5,4.2895,6.6053,2.0526,1.4474,11.3421,14.7632,1.0263,1.6053,1.6053,1.0263
81,E0,26/10/13,Crystal Palace,Arsenal,0,2,A,0,0,D,C Foy,13,10,4,4,12,8,4,3,0,0,0,1,11.0,5.0,1.36,5,4.5263,5.5263,1.5263,1.3947,10.8947,13.7632,0.8684,1.7895,1.2632,1.0789
82,E0,26/10/13,Liverpool,West Brom,4,1,H,2,0,H,J Moss,18,15,7,3,14,11,3,9,0,2,0,0,1.44,4.75,8.0,5,5.8947,4.9211,1.4211,1.7632,17.1316,12.8158,2.6579,1.1316,1.3158,1.5526
83,E0,26/10/13,Man United,Stoke,3,2,H,1,2,A,L Mason,19,10,5,5,8,18,12,2,2,6,0,0,1.33,5.5,11.0,5,5.6842,4.3158,1.7368,1.8947,13.8421,11.2632,1.6842,1.1842,1.1316,1.3684
84,E0,26/10/13,Norwich,Cardiff,0,0,D,0,0,D,M Jones,31,6,10,4,8,10,13,2,1,1,0,0,2.2,3.4,3.6,5,5.1842,5.1579,1.6316,1.2895,12.2895,11.0000,0.7368,0.8421,1.6316,1.9474
85,E0,26/10/13,Southampton,Fulham,2,0,H,2,0,H,A Marriner,20,1,6,0,12,8,10,3,0,2,0,0,1.62,4.0,6.5,5,5.5263,5.1053,1.5789,1.5263,14.0526,11.3421,1.4211,1.0526,1.2105,2.2368
86,E0,27/10/13,Chelsea,Man City,2,1,H,1,0,H,H Webb,12,15,4,6,11,15,3,6,2,3,0,0,2.38,3.4,3.2,5,6.5263,7.4474,1.5000,1.8947,18.2105,17.7105,1.8684,2.6842,0.7105,0.9737
87,E0,27/10/13,Sunderland,Newcastle,2,1,H,1,0,H,L Probert,8,16,4,4,13,14,5,3,1,1,0,0,2.9,3.3,2.63,5,4.9474,5.0000,1.5526,1.3947,12.9211,15.2368,1.0789,1.1316,1.5789,1.5526
88,E0,27/10/13,Swansea,West Ham,0,0,D,0,0,D,P Dowd,10,15,5,4,12,14,9,6,1,3,0,0,1.75,3.8,5.25,5,5.9474,4.8684,1.4474,1.6316,13.0526,11.1053,1.4211,1.0526,1.4211,1.3421
89,E0,27/10/13,Tottenham,Hull,1,0,H,0,0,D,M Oliver,15,10,6,4,13,10,6,4,3,3,0,0,1.44,4.75,8.0,5,6.0526,4.2105,1.7368,1.3947,15.4737,11.2368,1.4474,1.0000,1.3421,1.3947
90,E0,02/11/13,Arsenal,Liverpool,2,0,H,1,0,H,M Atkinson,12,12,7,4,11,7,3,5,2,1,0,0,2.3,3.5,3.3,5,5.5263,5.8947,1.3947,1.4211,13.7632,17.1316,1.7895,2.6579,1.0789,1.3158
91,E0,02/11/13,Fulham,Man United,1,3,A,0,3,A,L Probert,15,10,6,4,6,12,4,4,2,1,0,0,6.5,4.2,1.57,5,5.1053,5.6842,1.5263,1.7368,11.3421,13.8421,1.0526,1.6842,2.2368,1.1316
92,E0,02/11/13,Hull,Sunderland,1,0,H,1,0,H,A Marriner,25,9,2,1,17,11,4,2,2,0,0,2,2.15,3.4,3.8,5,4.2105,4.9474,1.3947,1.5526,11.2368,12.9211,1.0000,1.0789,1.3947,1.5789
93,E0,02/11/13,Man City,Norwich,7,0,H,4,0,H,P Dowd,27,7,9,1,6,9,10,3,1,1,0,0,1.2,7.5,18.0,5,7.4474,5.1842,1.8947,1.6316,17.7105,12.2895,2.6842,0.7368,0.9737,1.6316
94,E0,02/11/13,Newcastle,Chelsea,2,0,H,0,0,D,L Mason,15,13,8,2,13,11,3,8,2,2,0,0,6.0,4.2,1.62,5,5.0000,6.5263,1.3947,1.5000,15.2368,18.2105,1.1316,1.8684,1.5526,0.7105
95,E0,02/11/13,Stoke,Southampton,1,1,D,1,1,D,C Foy,9,10,3,2,13,13,5,5,3,1,0,0,3.3,3.3,2.4,5,4.3158,5.5263,1.8947,1.5789,11.2632,14.0526,1.1842,1.4211,1.3684,1.2105
96,E0,02/11/13,West Brom,Crystal Palace,2,0,H,1,0,H,N Swarbrick,9,12,4,4,11,9,10,3,0,1,0,0,1.55,4.2,7.0,5,4.9211,4.5263,1.7632,1.5263,12.8158,10.8947,1.1316,0.8684,1.5526,1.2632
97,E0,02/11/13,West Ham,Aston Villa,0,0,D,0,0,D,H Webb,17,8,4,2,8,15,5,1,0,2,0,0,2.25,3.5,3.4,5,4.8684,4.2895,1.6316,2.0526,11.1053,11.3421,1.0526,1.0263,1.3421,1.6053
98,E0,03/11/13,Cardiff,Swansea,1,0,H,0,0,D,M Dean,9,10,3,3,11,7,6,3,1,1,0,1,3.4,3.4,2.3,5,5.1579,5.9474,1.2895,1.4474,11.0000,13.0526,0.8421,1.4211,1.9474,1.4211
99,E0,03/11/13,Everton,Tottenham,0,0,D,0,0,D,K Friend,8,16,1,6,11,9,7,4,4,1,0,0,2.5,3.4,3.0,5,6.6053,6.0526,1.4474,1.7368,14.7632,15.4737,1.6053,1.4474,1.0263,1.3421
100,E0,09/11/13,Aston Villa,Cardiff,2,0,H,0,0,D,M Atkinson,17,8,6,2,10,3,5,3,1,1,0,0,2.0,3.5,4.2,5,4.2895,5.1579,2.0526,1.2895,11.3421,11.0000,1.0263,0.8421,1.6053,1.9474
101,E0,09/11/13,Chelsea,West Brom,2,2,D,1,0,H,L Probert,17,11,7,3,11,15,9,4,3,7,0,0,1.29,6.0,12.0,5,6.5263,4.9211,1.5000,1.7632,18.2105,12.8158,1.8684,1.1316,0.7105,1.5526
102,E0,09/11/13,Crystal Palace,Everton,0,0,D,0,0,D,C Pawson,9,15,2,2,16,8,4,7,1,0,0,0,6.5,4.0,1.62,5,4.5263,6.6053,1.5263,1.4474,10.8947,14.7632,0.8684,1.6053,1.2632,1.0263
103,E0,09/11/13,Liverpool,Fulham,4,0,H,3,0,H,M Jones,32,4,10,1,13,9,9,3,0,1,0,0,1.25,6.5,15.0,5,5.8947,5.1053,1.4211,1.5263,17.1316,11.3421,2.6579,1.0526,1.3158,2.2368
104,E0,09/11/13,Norwich,West Ham,3,1,H,0,1,A,J Moss,15,12,6,4,12,11,4,2,1,1,0,0,2.63,3.3,2.9,5,5.1842,4.8684,1.6316,1.6316,12.2895,11.1053,0.7368,1.0526,1.6316,1.3421
105,E0,09/11/13,Southampton,Hull,4,1,H,3,0,H,H Webb,15,10,7,2,10,15,6,5,1,2,0,0,1.62,3.8,7.0,5,5.5263,4.2105,1.5789,1.3947,14.0526,11.2368,1.4211,1.0000,1.2105,1.3947
